company,job,number_of_evaluations
Johnson & Johnson Family of Companies,"Scientist Biology, Metabolic Complications, Cardiovascular & Metabolism Discovery (1 of 2)","3,228 reviews"
Amazon.com,Sr. Technical Account Manager,"24,699 reviews"
"Trinity Partners, LLC.",Consultant,-
Dana-Farber Cancer Institute,Research Technician - Janne Lab,243 reviews
PA Consulting Group,Administrative Assistant - BOS,45 reviews
Google,"Technical Curriculum Developer, Infrastructure, Google Cloud","2,391 reviews"
Bahwan CyberTek,Senior Marketing Data Analysts,26 reviews
Massachusetts General Hospital(MGH),Patient Services Coordinator II - MGH Back Bay,787 reviews
Elsevier,"Editor, Trends in Chemistry",469 reviews
Vertex,"Research Scientist I-II, Human Biology",236 reviews
Vertex Pharmaceuticals,"Research Scientist I-II, Human Biology",172 reviews
Amgen,Strategic Planning & Operations Mgr,967 reviews
Boston College,"Assistant Director, Export Controls",137 reviews
Harvard University,Front-End Web Developer,558 reviews
Amazon.com,"AMAZON ALEXA AI- Software Development Manager - Cambridge, MA","24,699 reviews"
Amazon.com,"Software Development Engineer - Cambridge, MA - Alexa AI","24,699 reviews"
MIT,"Postdoctoral Associate, Machine Learning for Medicine",242 reviews
Broad Institute,Research Associate I - Proteomics Platform,32 reviews
ESC Lab,Sales Rep,11 reviews
Peloton,Accounting Intern (Summer 2018),27 reviews
Amazon.com,Technical Program Manager,"24,699 reviews"
Massachusetts Eye and Ear Infirmary,Database Developer Web Programmer,141 reviews
Katalyst Healthcares & Life,Quality Control Analyst,-
Somerville Public Schools,Anticipated STEM/Innovation Learning Specialist,18 reviews
Broad Institute,Research Scientist I - Lander Lab,32 reviews
Amazon.com,BI Systems Support Engineer,"24,699 reviews"
KPMG,Senior Associate - Cognitive Data Scientist Natural Language Processing,"4,382 reviews"
Google,"Software Engineer, Infrastructure","2,391 reviews"
Peloton,Talent Acquisition Associate,27 reviews
Biogen,Pharmacovigilance Scientist,352 reviews
Shire Pharmaceuticals,Post-doctoral Researcher,439 reviews
Eze Software Group,Junior Information Technology Specialist,20 reviews
Thermo Fisher Scientific,Safety Specialist,"1,808 reviews"
iRobot Corporation,Deep Learning and Vision Robotic Scientist,19 reviews
GfK,Office Manager (18-0071),125 reviews
"Foundation Medicine, Inc.",Histotechnologist - midshift,10 reviews
eGenesis,"Scientist/Senior Scientist, Model Characterization",-
TransPerfect,Database Developer,143 reviews
Liberty Mutual,IT Auditor,"2,509 reviews"
GlaxoSmithKline,"Investigator, Immunology","2,939 reviews"
Brigham & Women's Hospital(BWH),Technical Research Asst I / 40 Hour / Day / Neurosurgery,746 reviews
Harvard University,Research Assistant III – Animal Care,558 reviews
"Seismic Software, Inc.",Customer Success Manager (FinServ),-
Aurora Flight,Aerodynamicist,32 reviews
Eastern Nazarene College,Full Time Admissions Analyst,27 reviews
The Predictive Index,Billings Specialist,-
MIT,Administrative Assistant II,242 reviews
Conduent,Fraud Analyst,"2,181 reviews"
M.Gemi,Logistics Coordinator,-
