company,job,number_of_evaluations
Oracle,Senior Data Engineer,"3,952 reviews"
AAA Northeast,Senior Data Analyst Job Opening,93 reviews
Conde Nast,"Manager, Social Media",233 reviews
AllianceData,Account Representative,898 reviews
Amazon.com,Software Development Engineer - Personalization,"24,699 reviews"
Capital One,Data Science Manager,"6,097 reviews"
A+E Networks,Executive Assistant,98 reviews
Prudential,Data Governance Analyst,"1,946 reviews"
Express Scripts,Healthcare Data Analyst,"2,986 reviews"
UNICEF,"Consultancy: Communication Lead, Office of Innovation, New York, USA (11.5 Months)",437 reviews
AppNexus,TechOps Procurement Analyst,9 reviews
Tory Burch,"JOB TITLE EXECUTIVE ASSISTANT, CLIENT EXPERIENCE",212 reviews
